make,model,year,mileage,fuelType,engineCapacity,price
Audi,A5,2017,170 160 km,Diesel,1 968 cm3,22 598
Mercedes-Benz,GLE,2019,29 500 km,Diesel,1 950 cm3,59 934
Audi,A4,2015,142 590 km,Diesel,1 967 cm3,14 990
Volkswagen,Passat,2016,75 653 km,Diesel,1 968 cm3,14 498
Volkswagen,Golf,2010,223 000 km,Diesel,1 968 cm3,6 490
Land,Rover,2014,169 000 km,Diesel,2 995 cm3,28 900
Mercedes-Benz,CLS,2015,137 404 km,Diesel,2 987 cm3,34 000
Dacia,Logan,2014,176 000 km,Diesel,1 461 cm3,5 199
Seat,Ibiza,2003,220 500 km,Diesel,1 896 cm3,1 550
Volvo,V40,2017,171 000 km,Diesel,1 969 cm3,10 900
Opel,Zafira,2007,248 800 km,Diesel,1 910 cm3,2 700
Mini,ONE,2002,145 000 km,Benzina,1 598 cm3,1 999
BMW,Seria 3,2009,281 000 km,Diesel,1 998 cm3,5 400
Volkswagen,Caddy,2014,187 900 km,Diesel,1 600 cm3,8 450
Skoda,Octavia,2015,124 007 km,Diesel,1 598 cm3,9 900
Hyundai,i20,2017,94 917 km,Diesel,1 396 cm3,7 987
BMW,Seria 3,2013,121 000 km,Benzina,1 997 cm3,11 795
BMW,Seria 3,2012,211 615 km,Diesel,1 995 cm3,7 990
Ford,Ranger,2020,1 800 km,Diesel,1 997 cm3,33 082
Chevrolet,Camaro,2015,66 000 km,Benzina,3 568 cm3,17 400
BMW,X3,2015,169 000 km,Diesel,1 986 cm3,16 990
Mercedes-Benz,S,2010,370 000 km,Diesel,2 987 cm3,9 900
Mercedes-Benz,X,2017,55 000 km,Diesel,2 298 cm3,32 118
Mercedes-Benz,Sprinter,2014,273 000 km,Diesel,2 200 cm3,25 000
Skoda,Fabia,2008,165 000 km,Benzina,1 390 cm3,2 999
Mercedes-Benz,A,2016,134 219 km,Diesel,1 461 cm3,14 490
Volkswagen,Caddy,2017,151 471 km,Diesel,1 968 cm3,12 800
Dacia,Duster,2018,17 596 km,Diesel,1 461 cm3,16 541
Ford,Fiesta,2016,100 000 km,Diesel,1 498 cm3,5 290
Ford,Fiesta,2016,145 000 km,Diesel,1 498 cm3,5 390
Toyota,Aygo,2012,173 535 km,Benzina + GPL,998 cm3,2 700
Ford,Kuga,2011,220 000 km,Diesel,1 997 cm3,8 450
Renault,Talisman,2017,86 727 km,Diesel,1 598 cm3,16 900
Land,Rover,2020,1 km,Benzina,5 000 cm3,135 423
Mercedes-Benz,GLE,2020,3 000 km,Diesel,2 925 cm3,91 534
Opel,Astra,2017,162 000 km,Diesel,1 598 cm3,8 188
Mercedes-Benz,C,2012,125 321 km,Diesel,2 143 cm3,13 200
Volkswagen,Golf,2014,149 800 km,Benzina,1 395 cm3,11 300
Volkswagen,Tiguan,2014,130 000 km,Diesel,1 968 cm3,15 100
Peugeot,307,2005,180 333 km,Benzina,1 360 cm3,1 990
Opel,Astra,2011,199 800 km,Diesel,1 686 cm3,5 550
BMW,Seria 1,2008,239 900 km,Diesel,1 995 cm3,6 700
Nissan,Qashqai+2,2010,180 800 km,Diesel,1 461 cm3,8 000
Nissan,Qashqai,2007,226 000 km,Diesel,2 000 cm3,5 599
Jaguar,F-Pace,2018,9 494 km,Diesel,1 999 cm3,36 000
Ford,Transit,2016,142 539 km,Diesel,1 499 cm3,8 199
Mercedes-Benz,GLE,2019,37 200 km,Diesel,1 950 cm3,57 831
Mercedes-Benz,C,2018,65 600 km,Benzina,1 595 cm3,27 490
Audi,A5,2015,126 772 km,Diesel,1 968 cm3,15 000
Skoda,Octavia,2007,199 400 km,Diesel,1 896 cm3,3 450
Mazda,CX-30,2020,1 km,Benzina,1 998 cm3,31 838
Seat,Toledo,2018,97 000 km,Benzina,999 cm3,8 498
Volkswagen,Transporter,2002,255 609 km,Diesel,2 461 cm3,4 800
Mercedes-Benz,C,2007,195 000 km,Benzina + GPL,2 998 cm3,7 800
Volvo,V60,2014,280 000 km,Diesel,1 560 cm3,6 850
Mercedes-Benz,GLC,2016,11 087 km,Diesel,2 143 cm3,42 450
BMW,Seria 5,2015,147 000 km,Diesel,1 995 cm3,18 899
Suzuki,Vitara,2016,91 956 km,Benzina,1 586 cm3,11 300
Mitsubishi,Pajero,1998,302 920 km,Diesel,2 477 cm3,3 690
BMW,Seria 5,2011,168 500 km,Diesel,1 995 cm3,11 250
Volvo,V40,2016,210 000 km,Diesel,1 969 cm3,8 980
BMW,X6,2017,147 000 km,Diesel,2 993 cm3,39 400
Skoda,Fabia,2001,175 879 km,Diesel,1 896 cm3,1 100
Nissan,Qashqai,2010,202 000 km,Diesel,1 461 cm3,6 150
Peugeot,307,2005,230 000 km,Benzina,1 600 cm3,1 899
Mercedes-Benz,V,2020,15 000 km,Diesel,1 950 cm3,70 803
Mercedes-Benz,S,2007,279 856 km,Diesel,2 987 cm3,8 500
Volkswagen,Golf,2013,89 689 km,Diesel,1 598 cm3,9 200
Audi,A4,2010,275 000 km,Diesel,1 968 cm3,10 990
Fiat,Doblo,2014,197 500 km,Diesel,1 248 cm3,4 550
Peugeot,207,2007,150 000 km,Benzina,1 598 cm3,2 700
Opel,Astra,2001,197 500 km,Diesel,1 686 cm3,1 600
Renault,Symbol,2006,221 315 km,Diesel,1 461 cm3,1 500
Mercedes-Benz,GLC,2019,19 895 km,Benzina,1 991 cm3,43 500
Volkswagen,Passat,2012,214 000 km,Diesel,2 000 cm3,7 950
BMW,Seria 3,2011,276 309 km,Diesel,1 995 cm3,5 990
Skoda,RAPID,2017,90 000 km,Benzina,1 200 cm3,6 649
Volkswagen,Golf,2010,194 898 km,Diesel,1 598 cm3,6 250
Land,Rover,2016,108 000 km,Diesel,1 999 cm3,21 452
Mercedes-Benz,G,2019,24 000 km,Benzina,3 982 cm3,184 715
Toyota,Corolla,2002,170 000 km,Benzina,1 796 cm3,3 350
Ford,Transit,2012,112 300 km,Diesel,1 753 cm3,3 100
Volkswagen,Jetta,2016,80 255 km,Diesel,1 968 cm3,13 500
Mercedes-Benz,GLB,2020,10 km,Diesel,1 950 cm3,48 329
Mini,ONE,2013,49 700 km,Benzina,1 598 cm3,7 499
Volkswagen,Passat,2017,122 834 km,Diesel,1 968 cm3,14 200
Mercedes-Benz,C,2001,54 969 km,Benzina,2 295 cm3,3 250
Nissan,Juke,2012,96 055 km,Benzina,1 598 cm3,9 900
Volkswagen,Passat,2011,240 000 km,Diesel,1 968 cm3,6 270
Citroën,C4,2015,147 000 km,Diesel,2 000 cm3,10 590
Mercedes-Benz,GLE,2019,35 800 km,Diesel,2 987 cm3,58 023
BMW,Seria 5,2018,149 500 km,Diesel,1 995 cm3,24 999
Mercedes-Benz,E,2014,287 000 km,Diesel,2 143 cm3,12 900
Volkswagen,Passat,2011,185 776 km,Diesel,1 968 cm3,9 450
Volkswagen,Passat,2016,193 600 km,Diesel,1 968 cm3,12 750
Ford,S-Max,2018,7 809 km,Diesel,1 998 cm3,34 492
Peugeot,508,2017,143 381 km,Diesel,1 560 cm3,11 950
Volkswagen,Golf,2011,98 000 km,Benzina,1 390 cm3,6 000
BMW,Seria 6,2016,132 000 km,Diesel,2 993 cm3,32 500
Volkswagen,Passat,2015,84 000 km,Diesel,1 968 cm3,21 500
Mercedes-Benz,CLK,2007,300 000 km,Diesel,2 987 cm3,3 900
BMW,X3,2007,360 000 km,Diesel,1 995 cm3,4 250
Mercedes-Benz,C,2018,60 580 km,Diesel,1 950 cm3,29 799
BMW,Seria 7,2020,25 776 km,Diesel,2 993 cm3,65 968
Renault,Megane,2012,156 000 km,Diesel,1 461 cm3,4 200
Renault,Megane,2012,156 000 km,Diesel,1 461 cm3,4 200
Seat,Leon,2019,35 000 km,Benzina,1 395 cm3,18 000
Opel,Astra,2019,4 km,Benzina,1 199 cm3,20 650
Ford,Kuga,2020,1 km,Benzina,1 497 cm3,25 305
Volkswagen,Caravelle,2019,14 000 km,Diesel,1 968 cm3,53 538
Fiat,Tipo,2017,88 000 km,Benzina,1 368 cm3,7 100
Opel,Insignia,2016,100 392 km,Diesel,1 598 cm3,8 950
Ford,Ranger,2017,8 656 km,Diesel,3 196 cm3,30 999
BMW,Seria 7,2013,238 560 km,Diesel,2 993 cm3,19 500
Volkswagen,Golf,2007,218 450 km,Diesel,1 968 cm3,3 300
Ford,Focus,2017,100 106 km,Benzina,999 cm3,8 990
Mercedes-Benz,C,2012,291 500 km,Diesel,2 143 cm3,8 500
Audi,A6,2012,212 300 km,Diesel,2 967 cm3,11 980
BMW,Seria 5,2017,195 000 km,Diesel,1 989 cm3,15 990
Fiat,Punto,1999,187 000 km,Benzina + GPL,1 288 cm3,3 000RON                                                                Negociabil
Land,Rover,2019,20 000 km,Diesel,1 999 cm3,55 000
BMW,Seria 3,2012,150 000 km,Diesel,1 995 cm3,15 000
Ford,Transit,2020,1 km,Diesel,1 499 cm3,17 195
Mercedes-Benz,A,2020,3 000 km,Benzina,1 991 cm3,47 598
Ford,Tourneo,2020,1 km,Diesel,1 998 cm3,37 473
Kia,Sportage,2015,105 800 km,Diesel,1 995 cm3,14 899
Volkswagen,Touareg,2004,189 060 km,Diesel,2 460 cm3,3 597
Peugeot,307,2007,233 000 km,Diesel,1 560 cm3,2 000
Volkswagen,Touareg,2012,262 401 km,Diesel,2 967 cm3,13 990
Citroën,C5,2009,238 000 km,Diesel,1 997 cm3,3 690
Mercedes-Benz,GLE,2019,46 900 km,Diesel,2 987 cm3,56 453
Peugeot,208,2015,61 596 km,Diesel,1 560 cm3,7 250
Volkswagen,Passat,2009,210 000 km,Diesel,1 896 cm3,6 500
Mitsubishi,Eclipse-Cross,2018,146 000 km,Benzina,1 499 cm3,16 700
Audi,A4,2016,39 776 km,Diesel,1 968 cm3,22 990
BMW,Seria 5,2017,90 000 km,Diesel,1 995 cm3,33 000
Land,Rover,2020,1 km,Diesel,2 997 cm3,106 424
Nissan,Qashqai,2012,196 000 km,Diesel,1 461 cm3,7 500
Toyota,Land,2017,95 936 km,Diesel,2 755 cm3,27 999
Audi,A4,2011,265 559 km,Diesel,1 968 cm3,7 900
BMW,Seria 5,2017,24 700 km,Benzina,2 999 cm3,39 500
Audi,A5,2008,129 000 km,Diesel,2 967 cm3,17 000
Ford,Tourneo,2020,1 km,Diesel,1 995 cm3,27 950
Ford,Transit,2020,1 km,Diesel,1 499 cm3,21 950
BMW,Seria 5,2013,205 km,Diesel,1 995 cm3,9 800
Opel,Mokka,2018,27 117 km,Benzina,1 364 cm3,14 990
Dacia,Duster,2017,200 000 km,Diesel,1 461 cm3,7 990
Land,Rover,2015,86 220 km,Diesel,2 993 cm3,34 900
Mercedes-Benz,C,2011,250 000 km,Diesel,2 143 cm3,7 850
Maserati,Levante,2017,50 000 km,Diesel,2 987 cm3,43 850
Mercedes-Benz,E,2020,3 000 km,Diesel,1 950 cm3,71 366
Dacia,Logan,2015,168 231 km,Diesel,1 461 cm3,5 990
Ford,Mondeo,2015,216 200 km,Diesel,1 997 cm3,9 330
BMW,X5,2019,31 000 km,Diesel,2 993 cm3,70 900
Mercedes-Benz,S,2014,195 400 km,Diesel,2 998 cm3,31 900
Volvo,V60,2015,40 560 km,Hibrid,2 400 cm3,23 562
Volkswagen,T-ROC,2020,4 500 km,Diesel,1 598 cm3,22 515
Ford,Ranger,2017,130 000 km,Diesel,3 198 cm3,20 000
Audi,A4,2017,143 500 km,Diesel,1 998 cm3,17 089
Land,Rover,2018,54 500 km,Diesel,2 993 cm3,90 000
Kia,Sorento,2020,1 km,Benzina,1 598 cm3,43 583
Opel,Antara,2015,190 000 km,Diesel,2 231 cm3,7 450
Volvo,XC,2016,115 380 km,Diesel,2 400 cm3,20 507
BMW,Seria 1,2009,153 137 km,Benzina,1 995 cm3,4 600
Volkswagen,Golf,2014,134 000 km,Diesel,1 598 cm3,7 900
Volkswagen,Touran,2013,213 000 km,Diesel,1 968 cm3,8 390
Renault,Scenic,2008,241 000 km,Diesel,1 461 cm3,2 550
Mercedes-Benz,C,2012,235 100 km,Diesel,2 143 cm3,7 900
Volkswagen,Crafter,2017,162 000 km,Diesel,1 968 cm3,15 351
Jaguar,XE,2015,113 000 km,Diesel,2 000 cm3,16 000
Mercedes-Benz,GLC,2017,180 000 km,Diesel,2 143 cm3,21 500
Ford,Transit,2006,170 000 km,Diesel,2 198 cm3,2 490
Audi,Q3,2014,118 000 km,Diesel,1 968 cm3,17 838
Dacia,Logan,2019,39 000 km,Benzina,999 cm3,8 750
BMW,X5,2015,132 000 km,Benzina,2 995 cm3,24 900
Ford,Focus,2017,91 743 km,Benzina + GPL,1 596 cm3,10 900
Volkswagen,Touareg,2007,282 500 km,Diesel,2 461 cm3,5 500
Volkswagen,Passat,2016,211 000 km,Diesel,1 968 cm3,13 685
Dacia,Duster,2010,187 026 km,Diesel,1 461 cm3,7 750
Mazda,CX-5,2018,68 000 km,Diesel,2 200 cm3,25 500
Volkswagen,Transporter,2012,165 800 km,Diesel,1 998 cm3,12 980
Mercedes-Benz,GLE,2016,128 932 km,Diesel,2 996 cm3,31 999
BMW,Seria 5,2008,154 875 km,Diesel,1 995 cm3,7 800
Renault,Koleos,2012,180 000 km,Diesel,1 995 cm3,7 450
Mercedes-Benz,B,2006,176 000 km,Diesel,1 991 cm3,4 450
Audi,A6,2017,113 600 km,Diesel,1 968 cm3,21 499
Ford,Fiesta,2010,142 000 km,Diesel,1 400 cm3,3 999
Volkswagen,Polo,2004,260 000 km,Diesel,1 400 cm3,1 690
Opel,Mokka,2015,157 000 km,Diesel,1 686 cm3,9 190
BMW,X3,2014,218 000 km,Diesel,1 995 cm3,15 600
BMW,Seria 4,2015,116 000 km,Diesel,1 995 cm3,20 500
Lexus,Seria,2014,108 683 km,Hibrid,2 494 cm3,15 900
Mercedes-Benz,CLS,2018,56 000 km,Diesel,2 925 cm3,52 360
Mercedes-Benz,GLC,2020,6 000 km,Hibrid,1 991 cm3,63 663
Mercedes-Benz,GLC,2020,10 km,Diesel,1 950 cm3,59 796
Audi,Q7,2016,74 000 km,Diesel,2 967 cm3,41 500
Land,Rover,2018,41 032 km,Diesel,2 993 cm3,40 000
Seat,Leon,2014,52 855 km,Benzina,1 984 cm3,19 100
Volkswagen,Golf,2012,205 000 km,Diesel,1 595 cm3,6 200
Volkswagen,Golf,2009,249 954 km,Diesel,2 000 cm3,6 200
Volkswagen,Tiguan,2015,146 700 km,Benzina,1 395 cm3,12 100
Renault,Megane,2015,77 958 km,Diesel,1 461 cm3,8 190
BMW,X3,2017,64 000 km,Diesel,1 995 cm3,28 160
BMW,Seria 5,2012,249 000 km,Diesel,1 995 cm3,10 750
Volkswagen,Polo,2003,158 000 km,Benzina,1 390 cm3,2 399
Skoda,Octavia,2008,168 318 km,Diesel,1 968 cm3,3 999
Citroën,C3,2010,25 000 km,Benzina,1 360 cm3,5 550
Kia,Ceed,2016,145 000 km,Diesel,1 600 cm3,7 200
Suzuki,SX4,2015,39 450 km,Benzina,1 586 cm3,15 499
Dacia,Logan,2009,148 000 km,Benzina,1 600 cm3,2 999
Volkswagen,Golf,2006,246 000 km,Diesel,1 896 cm3,2 690
Volkswagen,Passat,2007,320 000 km,Diesel,1 968 cm3,3 499
BMW,Seria 6,2013,120 000 km,Diesel,2 993 cm3,25 490
Mercedes-Benz,E,2013,121 910 km,Diesel,2 143 cm3,22 003
Ford,Focus,2005,390 718 km,Benzina,1 798 cm3,7 000RON
Jeep,Wrangler,2020,15 km,Diesel,2 143 cm3,44 018
Skoda,Octavia,2016,118 000 km,Diesel,1 968 cm3,15 200
Mercedes-Benz,E,2003,461 000 km,Diesel,3 222 cm3,2 600
BMW,X6,2017,55 200 km,Diesel,2 993 cm3,54 919
Mercedes-Benz,Vito,2015,212 000 km,Diesel,2 200 cm3,16 900
Dodge,Challenger,2017,115 000 km,Benzina,3 604 cm3,20 000
Volkswagen,Passat,2010,255 000 km,Diesel,1 968 cm3,5 575
BMW,Seria 1,2011,205 000 km,Diesel,1 995 cm3,8 590
Citroën,C3,2016,28 100 km,Diesel,1 560 cm3,7 650
Dacia,Logan,2016,111 650 km,Diesel,1 461 cm3,5 450
Opel,Astra,2019,24 400 km,Diesel,1 598 cm3,14 850
Skoda,Fabia,2012,210 000 km,Diesel,1 199 cm3,4 250
Renault,Symbol,2011,98 500 km,Benzina,1 200 cm3,3 800
Renault,Megane,2012,215 441 km,Diesel,1 461 cm3,5 450
Chevrolet,Cruze,2013,162 997 km,Benzina,1 362 cm3,5 790
BMW,Seria 2,2015,72 500 km,Benzina,1 997 cm3,18 590
BMW,Seria 5,2017,75 500 km,Benzina,2 998 cm3,39 980
Volkswagen,Jetta,2007,298 900 km,Diesel,1 890 cm3,2 990
Mercedes-Benz,CLA,2014,231 000 km,Diesel,2 143 cm3,15 450
Volkswagen,Polo,2008,168 000 km,Benzina,1 198 cm3,2 450
Mercedes-Benz,Vito,2019,12 000 km,Diesel,1 950 cm3,37 483
Audi,A8,2015,170 000 km,Diesel,2 993 cm3,23 900
BMW,Seria 5,2015,238 000 km,Diesel,1 995 cm3,13 750
Seat,Leon,2006,300 000 km,Diesel,1 968 cm3,3 600
Audi,A4,2012,248 294 km,Diesel,1 968 cm3,8 250
BMW,Seria 3,2016,180 000 km,Diesel,2 000 cm3,18 990
Volkswagen,Caddy,2012,208 000 km,Diesel,1 968 cm3,7 999
Renault,Scenic,2010,211 000 km,Diesel,1 870 cm3,4 990
BMW,Seria 1,2008,194 000 km,Diesel,1 995 cm3,5 490
Hyundai,Santa,2007,270 000 km,Diesel,2 188 cm3,4 100
Dacia,Dokker,2015,152 135 km,Diesel,1 461 cm3,7 500
Skoda,Octavia,2018,81 000 km,Diesel,1 600 cm3,13 685
Ford,Mondeo,2018,59 695 km,Diesel,1 997 cm3,16 900
Jeep,Wrangler,2020,2 500 km,Benzina,2 000 cm3,59 000
BMW,Seria 2,2015,185 600 km,Diesel,1 995 cm3,21 896
Renault,Clio,2006,132 600 km,Benzina,1 400 cm3,2 350
Audi,A6,2015,100 000 km,Diesel,2 967 cm3,24 360
Mazda,3,2014,248 107 km,Diesel,2 184 cm3,8 990
Mazda,CX-5,2014,191 467 km,Diesel,2 191 cm3,12 988
Volkswagen,Passat,2009,262 000 km,Diesel,1 968 cm3,4 690
BMW,Seria 5,2000,249 000 km,Diesel,2 000 cm3,1 690
Audi,Q7,2017,112 100 km,Diesel,2 967 cm3,38 498
Dacia,Logan,2016,129 112 km,Benzina,898 cm3,5 450
BMW,Seria 4,2016,154 000 km,Diesel,1 995 cm3,19 800
Volkswagen,Jetta,2014,85 600 km,Hibrid,1 395 cm3,13 500
Volkswagen,Polo,2004,190 000 km,Benzina,1 200 cm3,1 899
Skoda,Octavia,2018,118 900 km,Diesel,1 598 cm3,16 053
Daihatsu,Terios,1998,116 000 km,Benzina,1 296 cm3,1 990
Dacia,Logan,2016,109 275 km,Benzina,898 cm3,5 999
Citroën,Berlingo,2013,179 000 km,Diesel,1 560 cm3,4 290
Mercedes-Benz,GLE,2017,39 000 km,Diesel,2 987 cm3,66 628
Skoda,Octavia,2014,231 205 km,Diesel,1 968 cm3,9 988
Volkswagen,Touareg,2008,215 800 km,Diesel,2 498 cm3,6 900
Porsche,Cayenne,2012,308 000 km,Diesel,2 993 cm3,21 500
Mercedes-Benz,CLA,2019,9 900 km,Hibrid,1 991 cm3,37 949
BMW,Seria 3,2016,178 000 km,Diesel,1 995 cm3,13 900
Toyota,Urban,2010,176 000 km,Benzina,1 329 cm3,4 790
Mazda,Premacy,2000,106 000 km,Benzina,1 840 cm3,1 500
Audi,A6,2012,198 000 km,Diesel,2 967 cm3,11 000
Volkswagen,Golf,2013,223 500 km,Diesel,1 598 cm3,8 850
Ford,Focus,2010,228 000 km,Diesel,1 600 cm3,3 499
Nissan,Qashqai,2015,168 000 km,Diesel,1 461 cm3,10 450
Ford,Focus,2020,5 000 km,Benzina,2 298 cm3,33 022
Mitsubishi,Colt,2008,61 000 km,Benzina,1 332 cm3,3 800
Toyota,Auris,2016,83 000 km,Benzina,1 329 cm3,9 349
Volkswagen,Passat,2009,260 000 km,Diesel,1 968 cm3,4 400
Ford,Mondeo,2015,182 500 km,Diesel,1 997 cm3,11 250
Ford,Mondeo,2015,182 500 km,Diesel,1 997 cm3,11 250
Skoda,Citigo,2017,138 000 km,Benzina,999 cm3,4 650
Renault,Clio,2016,159 000 km,Diesel,1 461 cm3,4 990
Mazda,3,2019,1 km,Benzina,1 998 cm3,24 918
Audi,A4,2012,200 000 km,Diesel,1 968 cm3,8 600
Volkswagen,Touareg,2005,336 858 km,Diesel,2 967 cm3,5 999
Ford,Mondeo,2009,98 700 km,Diesel,1 997 cm3,5 490
Lexus,Seria,2014,164 000 km,Hibrid,2 499 cm3,18 500
Mercedes-Benz,GLS,2017,79 000 km,Diesel,3 000 cm3,57 700
Volvo,XC,2014,120 630 km,Diesel,1 969 cm3,16 800
Volkswagen,Passat,2009,307 000 km,Diesel,1 968 cm3,6 200
Skoda,Superb,2015,127 500 km,Diesel,1 598 cm3,7 900
Audi,A7,2016,180 000 km,Diesel,2 993 cm3,31 000
Mercedes-Benz,C,2010,3 260 000 km,Diesel,2 143 cm3,6 300
Suzuki,Vitara,2017,98 000 km,Diesel,1 598 cm3,12 950
Mercedes-Benz,GLB,2020,9 000 km,Benzina,1 991 cm3,59 309
Volkswagen,Passat,2016,197 824 km,Diesel,1 968 cm3,12 900
Hyundai,Tucson,2017,18 200 km,Benzina,1 591 cm3,15 800
BMW,Seria 1,2008,196 000 km,Diesel,1 995 cm3,3 100
Volkswagen,Tiguan,2015,157 000 km,Diesel,1 968 cm3,13 300
BMW,Seria 7,2019,12 000 km,Diesel,2 993 cm3,94 218
Mercedes-Benz,C,2007,190 300 km,Diesel,2 148 cm3,3 600
Volkswagen,Golf,2013,140 000 km,Diesel,1 968 cm3,12 300
Volkswagen,Golf,2014,63 000 km,Benzina,1 196 cm3,8 750
Volkswagen,Passat,2016,176 000 km,Diesel,1 968 cm3,13 000
Volkswagen,Touran,2013,232 000 km,Diesel,1 968 cm3,7 899
Mercedes-Benz,A,2019,21 950 km,Diesel,1 950 cm3,29 900
Ford,Fiesta,2005,149 453 km,Benzina,1 299 cm3,2 100
Mitsubishi,ASX,2012,165 000 km,Diesel,1 800 cm3,6 999
Mercedes-Benz,C,2016,62 660 km,Diesel,2 143 cm3,24 300
BMW,X6,2017,60 600 km,Diesel,2 993 cm3,52 000
BMW,Seria 7,2010,300 km,Diesel,2 998 cm3,10 900
Renault,Kadjar,2017,120 000 km,Diesel,1 598 cm3,13 450
Mercedes-Benz,E,2018,125 500 km,Diesel,1 995 cm3,30 345
Volkswagen,Golf,2009,187 000 km,Diesel,1 998 cm3,6 790
BMW,Seria 1,2008,184 932 km,Diesel,1 995 cm3,5 000
BMW,M5,2018,41 500 km,Benzina,4 400 cm3,84 000
Dacia,Duster,2019,24 500 km,Diesel,1 461 cm3,11 250
BMW,X4,2020,6 500 km,Benzina,2 993 cm3,85 076
Volkswagen,Golf,2017,189 900 km,Diesel,1 598 cm3,8 996
Renault,Laguna,2012,113 000 km,Diesel,1 461 cm3,6 190
Dacia,Duster,2015,128 652 km,Diesel,1 461 cm3,9 500
Mercedes-Benz,C,2014,69 800 km,Diesel,2 200 cm3,19 600
Audi,Q5,2017,100 000 km,Diesel,1 968 cm3,22 850
Volkswagen,New,2018,20 000 km,Benzina,1 192 cm3,13 950
Seat,Leon,2009,132 500 km,Benzina,1 400 cm3,3 750
Honda,Insight,2010,160 000 km,Hibrid,1 400 cm3,5 995
Mercedes-Benz,S,2017,47 000 km,Diesel,2 925 cm3,74 351
Ford,Courier,2015,108 247 km,Diesel,1 560 cm3,7 723
Peugeot,5008,2010,224 000 km,Diesel,1 600 cm3,4 499
BMW,Seria 2,2019,45 000 km,Diesel,1 995 cm3,19 900
BMW,X1,2018,6 000 km,Diesel,1 993 cm3,40 205
Volkswagen,Golf,2012,205 000 km,Diesel,1 598 cm3,4 999
Porsche,Cayenne,2016,160 000 km,Diesel,2 967 cm3,40 500
Audi,A6,2011,190 000 km,Diesel,2 000 cm3,10 750
Mercedes-Benz,ML,2013,224 000 km,Diesel,2 987 cm3,20 500
SsangYong,Korrando,2013,231 000 km,Diesel,1 998 cm3,7 550
BMW,X3,2011,219 000 km,Diesel,1 995 cm3,12 400
Dacia,Logan,2013,202 000 km,Benzina,1 149 cm3,3 599
Seat,Ibiza,2011,175 000 km,Diesel,1 199 cm3,3 990
Mercedes-Benz,CLA,2018,51 625 km,Benzina,1 595 cm3,23 500
Dacia,Duster,2019,25 835 km,Diesel,1 461 cm3,15 800
Mazda,5,2006,206 000 km,Diesel,1 998 cm3,2 800
Skoda,Superb,2017,148 000 km,Diesel,1 598 cm3,15 500
Seat,Altea,2009,157 200 km,Benzina,1 400 cm3,4 905
Mercedes-Benz,C,2016,105 000 km,Diesel,2 143 cm3,20 800
Volkswagen,Passat,2018,100 000 km,Diesel,1 589 cm3,13 290
BMW,Seria 5,2012,217 180 km,Diesel,2 993 cm3,19 500
Mazda,3,2019,1 km,Benzina,1 998 cm3,27 980
Porsche,Panamera,2018,76 000 km,Diesel,4 000 cm3,79 990
Mercedes-Benz,GLE,2020,800 km,Diesel,2 000 cm3,78 000
Ford,EcoSport,2018,31 000 km,Benzina,998 cm3,15 000
Ford,Mustang,2016,45 300 km,Benzina,2 246 cm3,25 700
BMW,X3,2013,175 000 km,Diesel,1 995 cm3,11 999
Volkswagen,Golf,1995,115 000 km,Benzina,1 781 cm3,1 850
Dacia,Duster,2019,31 850 km,Diesel,1 461 cm3,15 800
Subaru,Forester,2015,171 300 km,Diesel,1 998 cm3,12 490
Peugeot,308,2011,184 000 km,Diesel,1 560 cm3,4 100
Ford,Mustang,2018,15 000 km,Benzina,2 300 cm3,28 500
Audi,Q5,2015,119 379 km,Diesel,1 968 cm3,26 900
Porsche,Macan,2016,57 369 km,Diesel,2 967 cm3,49 900
BMW,X3,2008,171 500 km,Diesel,1 995 cm3,7 300
Volvo,S60,2017,159 000 km,Diesel,1 969 cm3,11 790
Audi,A4,2014,184 500 km,Diesel,1 968 cm3,12 990
Peugeot,107,2009,205 000 km,Benzina,998 cm3,2 099
Volkswagen,Polo,2007,180 000 km,Diesel,1 422 cm3,3 650
Peugeot,308,2015,180 000 km,Diesel,1 596 cm3,6 489
Mini,Countryman,2011,115 759 km,Diesel,1 598 cm3,9 499
Mazda,3,2006,126 000 km,Benzina,1 598 cm3,2 690
Ford,Focus,2016,149 200 km,Diesel,1 499 cm3,9 600
Ford,Focus,2015,174 200 km,Diesel,1 998 cm3,7 499
BMW,Seria 5,2018,72 761 km,Diesel,1 995 cm3,30 321
Alfa,Romeo,2019,5 km,Benzina,1 995 cm3,52 990
BMW,Seria 5,2008,259 000 km,Diesel,1 990 cm3,8 300
Jaguar,XE,2016,159 302 km,Diesel,1 999 cm3,15 000
BMW,X5,2015,76 600 km,Diesel,2 993 cm3,41 031
Dacia,Duster,2019,26 350 km,Diesel,1 461 cm3,15 800
Volvo,S60,2005,203 000 km,Diesel,2 401 cm3,3 450
Volkswagen,Tiguan,2013,86 000 km,Diesel,1 968 cm3,10 000
BMW,Seria 4,2016,163 000 km,Diesel,1 998 cm3,15 980
Skoda,Fabia,2016,169 000 km,Diesel,1 422 cm3,6 850
Skoda,Octavia,2016,173 144 km,Benzina,1 798 cm3,12 999
Alfa,Romeo,2008,250 000 km,Diesel,1 910 cm3,2 400
Renault,Megane,2013,191 000 km,Diesel,1 461 cm3,5 750
Fiat,Grande,2010,125 000 km,Diesel,1 248 cm3,2 990
Opel,Astra,2015,167 000 km,Diesel,1 956 cm3,8 700
Porsche,Cayenne,2013,240 000 km,Diesel,2 967 cm3,19 900
